verbs,questionnarie,q_num,verb_id,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,participant,session,date,expName,frameRate,
頼む,消極的だ-積極的だ,1,7,0,557,557,120,1,2.589,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
楽しむ,無気力だ-意欲的だ,17,39,0,558,558,776,2,1.872,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
相談する,軽薄だ-重厚だ,11,10,0,559,559,190,0,1.831,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
確認する,軽薄だ-重厚だ,11,59,0,560,560,1170,3,3.429,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
務める,生意気だ-生意気でない,3,53,0,561,561,1042,1,23.29,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
目立つ,消極的だ-積極的だ,1,46,0,562,562,900,2,2.345,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
立候補する,心が狭い-心が広い,6,54,0,563,563,1065,1,3.768,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
任す,憎らしい-可愛らしい,5,60,0,564,564,1184,0,2.142,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
接する,無気力だ-意欲的だ,17,3,0,565,565,56,2,2.308,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
取り組む,近づきがたい-人懐っこい,4,36,0,566,566,703,0,3.717,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近寄る,責任感がない-責任感がある,8,45,0,567,567,887,0,2.374,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,軽薄だ-重厚だ,11,14,0,568,568,270,0,1.81,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
仕事する,自信がない-自信がある,18,40,0,569,569,797,0,8.67,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
見下す,無分別だ-分別がある,15,22,0,570,570,434,0,1.856,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
落ち込む,非社交的だ-社交的だ,7,51,0,571,571,1006,-1,1.89,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
与える,近づきがたい-人懐っこい,4,58,0,572,572,1143,2,11.285,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発言する,近づきがたい-人懐っこい,4,29,0,573,573,563,1,2.381,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
落ち込む,近づきがたい-人懐っこい,4,51,0,574,574,1003,-1,17.992,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
計画する,不親切だ-親切だ,20,47,0,575,575,939,0,1.575,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
旅行する,沈んだ-うきうきした,12,38,0,576,576,751,2,23.387,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
頼む,卑屈だ-堂々とした,13,7,0,577,577,132,2,2.049,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話しかける,恥知らずだ-恥ずかしがりだ,10,25,0,578,578,489,-1,3.008,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
仕事する,生意気だ-生意気でない,3,40,0,579,579,782,0,7.338,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
目立つ,軽薄だ-重厚だ,11,46,0,580,580,910,-1,5.275,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
困る,近づきがたい-人懐っこい,4,21,0,581,581,403,0,8.054,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
活動する,卑屈だ-堂々とした,13,42,0,582,582,832,2,2.407,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
感じる,親しみにくい-親しみやすい,16,16,0,583,583,315,0,1.555,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
連絡する,生意気だ-生意気でない,3,1,0,584,584,2,1,13.439,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
入る,責任感がない-責任感がある,8,35,0,585,585,687,0,1.572,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
買う,軽薄だ-重厚だ,11,41,0,586,586,810,0,1.546,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
進む,憎らしい-可愛らしい,5,37,0,587,587,724,0,3.52,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
歌う,恥知らずだ-恥ずかしがりだ,10,57,0,588,588,1129,-2,2.024,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
連絡する,近づきがたい-人懐っこい,4,1,0,589,589,3,2,18.456,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
持つ,短気だ-気長だ,19,27,0,590,590,538,0,1.693,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
怒る,無分別だ-分別がある,15,19,0,591,591,374,-1,3.723,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
落ち込む,無分別だ-分別がある,15,51,0,592,592,1014,0,3.199,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発言する,短気だ-気長だ,19,29,0,593,593,578,0,2.076,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
持つ,恥知らずだ-恥ずかしがりだ,10,27,0,594,594,529,0,1.472,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
入る,非社交的だ-社交的だ,7,35,0,595,595,686,0,2.021,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
与える,短気だ-気長だ,19,58,0,596,596,1158,3,1.873,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
出る,軽率だ-慎重だ,9,44,0,597,597,868,0,9.541,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
頼む,生意気だ-生意気でない,3,7,0,598,598,122,1,2.339,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
考える,沈んだ-うきうきした,12,32,0,599,599,631,-1,3.639,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
任す,感じが悪い-感じが良い,14,60,0,600,600,1193,1,3.551,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
旅行する,軽薄だ-重厚だ,11,38,0,601,601,750,0,10.06,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,感じが悪い-感じが良い,14,14,0,602,602,273,3,1.764,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
立候補する,感じが悪い-感じが良い,14,54,0,603,603,1073,1,16.281,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
合う,無分別だ-分別がある,15,12,0,604,604,234,0,1.539,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
相談する,自信がない-自信がある,18,10,0,605,605,197,-1,4.104,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
受け入れる,沈んだ-うきうきした,12,13,0,606,606,251,0,6.237,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
怒る,親しみにくい-親しみやすい,16,19,0,607,607,375,-2,2.052,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
仕事する,責任感がない-責任感がある,8,40,0,608,608,787,1,2.536,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
歌う,消極的だ-積極的だ,1,57,0,609,609,1120,2,9.567,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,憎らしい-可愛らしい,5,14,0,610,610,264,0,2.31,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
親しむ,責任感がない-責任感がある,8,20,0,611,611,387,0,1.738,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行く,短気だ-気長だ,19,26,0,612,612,518,0,1.475,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
受け入れる,卑屈だ-堂々とした,13,13,0,613,613,252,2,2.307,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
貸す,親しみにくい-親しみやすい,16,9,0,614,614,175,1,1.888,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
貸す,短気だ-気長だ,19,9,0,615,615,178,2,1.696,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
教える,非社交的だ-社交的だ,7,17,0,616,616,326,2,1.622,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
困る,沈んだ-うきうきした,12,21,0,617,617,411,-3,2.007,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
沈む,軽率だ-慎重だ,9,56,0,618,618,1108,1,3.125,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発言する,卑屈だ-堂々とした,13,29,0,619,619,572,0,4.693,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行く,感じが悪い-感じが良い,14,26,0,620,620,513,0,2.138,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
教える,近づきがたい-人懐っこい,4,17,0,621,621,323,1,2.438,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
助ける,憎らしい-可愛らしい,5,24,0,622,622,464,1,2.739,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
任す,親しみにくい-親しみやすい,16,60,0,623,623,1195,2,2.323,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
頼む,無分別だ-分別がある,15,7,0,624,624,134,1,3.423,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
貸す,非社交的だ-社交的だ,7,9,0,625,625,166,2,1.825,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
聞く,心が狭い-心が広い,6,6,0,626,626,105,3,2.587,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
教える,軽率だ-慎重だ,9,17,0,627,627,328,1,1.543,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
楽しむ,沈んだ-うきうきした,12,39,0,628,628,771,3,2.388,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
考える,卑屈だ-堂々とした,13,32,0,629,629,632,0,3.076,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
進む,無気力だ-意欲的だ,17,37,0,630,630,736,3,1.789,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
交流する,不親切だ-親切だ,20,33,0,631,631,659,3,2.189,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
送る,無分別だ-分別がある,15,15,0,632,632,294,0,1.907,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
相談する,近づきがたい-人懐っこい,4,10,0,633,633,183,1,2.986,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
助ける,無分別だ-分別がある,15,24,0,634,634,474,2,3.058,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
心配する,沈んだ-うきうきした,12,8,0,635,635,151,-2,2.071,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
怒る,短気だ-気長だ,19,19,0,636,636,378,-3,1.94,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
買う,非社交的だ-社交的だ,7,41,0,637,637,806,0,1.773,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
任す,無分別だ-分別がある,15,60,0,638,638,1194,0,1.563,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
決める,軽率だ-慎重だ,9,43,0,639,639,848,0,8.822,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
確認する,非社交的だ-社交的だ,7,59,0,640,640,1166,0,1.787,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
引き受ける,感じが悪い-感じが良い,14,11,0,641,641,213,2,3.052,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
与える,無分別だ-分別がある,15,58,0,642,642,1154,1,2.791,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
困る,不親切だ-親切だ,20,21,0,643,643,419,0,2.903,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
送る,親しみにくい-親しみやすい,16,15,0,644,644,295,1,2.06,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
進む,非社交的だ-社交的だ,7,37,0,645,645,726,3,1.625,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発言する,憎らしい-可愛らしい,5,29,0,646,646,564,0,2.856,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
仕事する,無分別だ-分別がある,15,40,0,647,647,794,0,1.656,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
怒る,憎らしい-可愛らしい,5,19,0,648,648,364,-1,2.558,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
決める,心が狭い-心が広い,6,43,0,649,649,845,0,1.758,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
見下す,責任感がない-責任感がある,8,22,0,650,650,427,0,2.058,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
考える,短気だ-気長だ,19,32,0,651,651,638,1,11.174,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近づく,消極的だ-積極的だ,1,52,0,652,652,1020,3,3.756,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
活動する,親しみにくい-親しみやすい,16,42,0,653,653,835,1,2.104,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
任す,消極的だ-積極的だ,1,60,0,654,654,1180,0,1.808,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
助ける,人がわるい-人が良い,2,24,0,655,655,461,3,1.864,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
沈む,自信がない-自信がある,18,56,0,656,656,1117,-1,1.789,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
送る,憎らしい-可愛らしい,5,15,0,657,657,284,0,1.359,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
落ち込む,責任感がない-責任感がある,8,51,0,658,658,1007,1,2.586,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
引き受ける,不親切だ-親切だ,20,11,0,659,659,219,2,2.706,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
心配する,近づきがたい-人懐っこい,4,8,0,660,660,143,0,13.803,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
親しむ,無気力だ-意欲的だ,17,20,0,661,661,396,2,1.719,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話す,不親切だ-親切だ,20,18,0,662,662,359,1,3.341,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
旅行する,生意気だ-生意気でない,3,38,0,663,663,742,0,1.91,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
卑下する,無気力だ-意欲的だ,17,50,0,664,664,996,-1,2.841,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行動する,卑屈だ-堂々とした,13,31,0,665,665,612,1,3.305,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
参加する,短気だ-気長だ,19,48,0,666,666,958,0,2.039,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話しかける,親しみにくい-親しみやすい,16,25,0,667,667,495,3,3.27,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話す,卑屈だ-堂々とした,13,18,0,668,668,352,1,2.377,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
参加する,心が狭い-心が広い,6,48,0,669,669,945,1,2.057,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
言う,軽率だ-慎重だ,9,23,0,670,670,448,0,1.552,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発表する,人がわるい-人が良い,2,55,0,671,671,1081,0,2.02,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
親しむ,人がわるい-人が良い,2,20,0,672,672,381,2,2.679,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
卑下する,消極的だ-積極的だ,1,50,0,673,673,980,-1,2.189,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
確認する,無気力だ-意欲的だ,17,59,0,674,674,1176,2,2.791,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
休む,無気力だ-意欲的だ,17,49,0,675,675,976,-1,3.501,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
与える,沈んだ-うきうきした,12,58,0,676,676,1151,1,3.489,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
立候補する,無分別だ-分別がある,15,54,0,677,677,1074,0,2.805,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
考える,無分別だ-分別がある,15,32,0,678,678,634,3,3.295,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
対応する,親しみにくい-親しみやすい,16,4,0,679,679,75,3,3.473,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
断る,無分別だ-分別がある,15,5,0,680,680,94,1,2.64,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発表する,卑屈だ-堂々とした,13,55,0,681,681,1092,0,1.89,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
感じる,心が狭い-心が広い,6,16,0,682,682,305,0,2.672,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行動する,生意気だ-生意気でない,3,31,0,683,683,602,0,7.223,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
取り組む,親しみにくい-親しみやすい,16,36,0,684,684,715,0,3.556,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
持つ,沈んだ-うきうきした,12,27,0,685,685,531,0,8.854,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
休む,軽率だ-慎重だ,9,49,0,686,686,968,0,2.69,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
休む,責任感がない-責任感がある,8,49,0,687,687,967,0,7.012,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
活動する,短気だ-気長だ,19,42,0,688,688,838,-1,21.489,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行動する,親しみにくい-親しみやすい,16,31,0,689,689,615,1,2.068,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
受け入れる,人がわるい-人が良い,2,13,0,690,690,241,3,1.771,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
卑下する,短気だ-気長だ,19,50,0,691,691,998,-1,2.971,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
感じる,沈んだ-うきうきした,12,16,0,692,692,311,0,1.753,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
評価する,軽薄だ-重厚だ,11,28,0,693,693,550,0,4.428,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
送る,感じが悪い-感じが良い,14,15,0,694,694,293,1,1.489,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
断る,不親切だ-親切だ,20,5,0,695,695,99,-1,1.705,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
連絡する,不親切だ-親切だ,20,1,0,696,696,19,0,3.729,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
計画する,消極的だ-積極的だ,1,47,0,697,697,920,1,2.625,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
教える,生意気だ-生意気でない,3,17,0,698,698,322,0,2.021,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行く,責任感がない-責任感がある,8,26,0,699,699,507,0,2.224,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
相談する,非社交的だ-社交的だ,7,10,0,700,700,186,1,2.359,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
連絡する,非社交的だ-社交的だ,7,1,0,701,701,6,1,2.249,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
見下す,人がわるい-人が良い,2,22,0,702,702,421,-3,2.139,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行う,不親切だ-親切だ,20,34,0,703,703,679,0,3.009,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近づく,憎らしい-可愛らしい,5,52,0,704,704,1024,2,2.307,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
出る,不親切だ-親切だ,20,44,0,705,705,879,0,1.84,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
立候補する,恥知らずだ-恥ずかしがりだ,10,54,0,706,706,1069,-1,6.609,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
見下す,近づきがたい-人懐っこい,4,22,0,707,707,423,-3,2.006,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
計画する,軽率だ-慎重だ,9,47,0,708,708,928,3,2.507,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話す,近づきがたい-人懐っこい,4,18,0,709,709,343,2,10.422,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
務める,感じが悪い-感じが良い,14,53,0,710,710,1053,1,1.752,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話す,自信がない-自信がある,18,18,0,711,711,357,1,1.823,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
与える,軽薄だ-重厚だ,11,58,0,712,712,1150,0,5.41,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
決める,不親切だ-親切だ,20,43,0,713,713,859,0,7.891,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
飲む,消極的だ-積極的だ,1,30,0,714,714,580,0,2.09,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
飲む,恥知らずだ-恥ずかしがりだ,10,30,0,715,715,589,0,1.779,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
旅行する,短気だ-気長だ,19,38,0,716,716,758,0,1.76,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話す,憎らしい-可愛らしい,5,18,0,717,717,344,1,14.407,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
親しむ,感じが悪い-感じが良い,14,20,0,718,718,393,2,8.5,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
評価する,不親切だ-親切だ,20,28,0,719,719,559,0,1.829,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行動する,責任感がない-責任感がある,8,31,0,720,720,607,0,16.826,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,親しみにくい-親しみやすい,16,14,0,721,721,275,3,1.973,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
進む,自信がない-自信がある,18,37,0,722,722,737,2,2.387,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
計画する,無気力だ-意欲的だ,17,47,0,723,723,936,2,2.023,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
相談する,不親切だ-親切だ,20,10,0,724,724,199,1,5.674,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
旅行する,近づきがたい-人懐っこい,4,38,0,725,725,743,0,6.89,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
計画する,自信がない-自信がある,18,47,0,726,726,937,0,4.687,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
楽しむ,生意気だ-生意気でない,3,39,0,727,727,762,0,11.138,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
聞く,生意気だ-生意気でない,3,6,0,728,728,102,2,8.881,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
務める,不親切だ-親切だ,20,53,0,729,729,1059,1,3.306,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
沈む,軽薄だ-重厚だ,11,56,0,730,730,1110,1,3.293,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
飲む,無気力だ-意欲的だ,17,30,0,731,731,596,0,2.39,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話しかける,軽率だ-慎重だ,9,25,0,732,732,488,-1,14.821,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
任す,恥知らずだ-恥ずかしがりだ,10,60,0,733,733,1189,0,10.501,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
頼む,非社交的だ-社交的だ,7,7,0,734,734,126,2,8.156,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話す,無分別だ-分別がある,15,18,0,735,735,354,0,1.673,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行動する,憎らしい-可愛らしい,5,31,0,736,736,604,0,1.672,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
確認する,沈んだ-うきうきした,12,59,0,737,737,1171,0,5.322,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
受け入れる,自信がない-自信がある,18,13,0,738,738,257,3,2.285,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
休む,沈んだ-うきうきした,12,49,0,739,739,971,0,2.941,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
困る,生意気だ-生意気でない,3,21,0,740,740,402,1,4.012,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
歌う,責任感がない-責任感がある,8,57,0,741,741,1127,0,2.448,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
接する,軽薄だ-重厚だ,11,3,0,742,742,50,-1,12.977,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
